x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,label
0.0,0.0,0.0,0.6156110763549805,-0.05794747546315193,-0.028227506205439568,1.13527512550354,-0.2939532995223999,-0.1098230630159378,1.5695136785507202,-0.4518578052520752,-0.1810736358165741,1.9636521339416504,-0.4019680917263031,-0.2539121210575104,0.9124483466148376,-0.6171005964279175,-0.3402940332889557,0.8439738750457764,-1.18312668800354,-0.4236837327480316,0.8117244243621826,-1.0279569625854492,-0.40997371077537537,0.8297882080078125,-0.8363834619522095,-0.38830024003982544,0.4977587163448334,-0.7072964906692505,-0.3689713478088379,0.5249918699264526,-1.23223078250885,-0.4245728850364685,0.5008369088172913,-1.0605806112289429,-0.3616766929626465,0.4894631505012512,-0.8720239996910095,-0.3275766968727112,0.1207088828086853,-0.7547247409820557,-0.3784804940223694,0.1953279674053192,-1.2273212671279907,-0.41073372960090637,0.19591765105724335,-1.0545588731765747,-0.2948167324066162,0.18543748557567596,-0.8654730319976807,-0.2282872349023819,-0.21933527290821075,-0.7664642333984375,-0.38623708486557007,-0.10432878136634827,-1.1126744747161865,-0.4063337445259094,-0.09400330483913422,-0.9669756889343262,-0.31408655643463135,-0.10682587325572968,-0.81766676902771,-0.24733830988407135,thumbs_up
0.011424215553244644,-0.011763065008568599,0.006402734353098135,0.6682206589854162,-0.02926797900191399,-0.036391435052488055,1.2063430049758015,-0.31726927583126663,-0.11740287044352213,1.656298229161965,-0.4680018038883956,-0.20673471292051399,2.068525354086989,-0.4133453884013738,-0.288875317209018,0.9853719848791465,-0.6577177929692868,-0.36421246101686444,0.8817046858308243,-1.2781903767156784,-0.44172980400552625,0.8376870836155443,-1.1126722769628792,-0.4776436914198995,0.9071033813781109,-0.9039099835597386,-0.4654885861367377,0.5221749216135868,-0.7541834296730359,-0.40123433240659334,0.5868242114815152,-1.296799073052602,-0.47416925395328385,0.5498073629803761,-1.118153719238233,-0.3708766984493267,0.5180677036003191,-0.9334494292251637,-0.3286110200200367,0.12012294747631883,-0.8183691091989935,-0.3963354381957882,0.21526763794561737,-1.2738499142387234,-0.4175937651102404,0.24385103436629155,-1.0651001768045012,-0.3001701440807181,0.21096040522360976,-0.9129569288269254,-0.2313405402496601,-0.22616015473102227,-0.831630015275974,-0.33958607600670265,-0.0911402806811102,-1.2090309618250146,-0.43200762658115605,-0.12187535909299091,-1.0060153220453125,-0.324464647327286,-0.1471418428472972,-0.8859724032251094,-0.2708803140997921,thumbs_up
-0.02960225444704857,-0.017403704013378988,-0.003909729314403578,0.5703433346435827,-0.07556027963492738,-0.01721601896691883,1.1400018605200328,-0.2757327174100359,-0.1307989199781122,1.489458412882818,-0.4250515172711807,-0.21115616961928524,1.8929558251592018,-0.3318072429221599,-0.2557314690382774,0.8966134997155591,-0.6194556137914178,-0.30769011019084674,0.8044025649530229,-1.1516138246289844,-0.44340240241330353,0.7850264378891239,-0.9729643958836558,-0.3832823111475113,0.7838567059048709,-0.8026274856550739,-0.3137395386107212,0.4686073757826239,-0.6459155711660167,-0.33825393113828045,0.534099615038723,-1.2000379109206898,-0.4263080838226552,0.49205277124734764,-1.0186907059779362,-0.335398154423243,0.49494221882008677,-0.825481298406534,-0.3118830994141195,0.09286509709756377,-0.7503402834880424,-0.34726343644811947,0.20652471539354425,-1.1779759054354164,-0.36247148693280784,0.17701132717303633,-1.0395190773060403,-0.26493008882291885,0.18643252566581345,-0.842647478459313,-0.2353621955001359,-0.23038576208763903,-0.7160980779756511,-0.37500035926997943,-0.12548177032531693,-1.0503285962061328,-0.3828548904266373,-0.12157964705056051,-0.9674099187267832,-0.30174491213858295,-0.087364645191142,-0.7704502968504823,-0.22452323032922322,thumbs_up
0.002341411685289804,0.015014067833603215,0.024092745349644007,0.6766755918368738,-0.06664308019084617,-0.01453702473172626,1.1969755605022256,-0.31886861008420964,-0.1227419548429426,1.6425066932061265,-0.512903090922032,-0.15811405746423526,2.06520452535102,-0.41696717992744725,-0.272842434417941,0.9369768436457055,-0.6519690914666476,-0.34461631053419856,0.8927407160140548,-1.2582243884829023,-0.4305844590944428,0.889154924340497,-1.0743478489093576,-0.44272980574939447,0.8686983164312102,-0.855292431405867,-0.3847663446694716,0.5294771695722468,-0.730418001181226,-0.3672122225304363,0.542150598069327,-1.321492503097053,-0.440210646736955,0.5212150322980952,-1.117004382114214,-0.35837664160690685,0.5038896733449019,-0.9498498107064915,-0.3345502017714621,0.12461223066528201,-0.8427819199830919,-0.3792410449791857,0.20492525495701133,-1.3147445507896554,-0.4499494328272148,0.22258080048462986,-1.0922380890482681,-0.3408007502884192,0.20598584938402248,-0.9189491292438156,-0.23278502101498086,-0.22099279882125186,-0.8106953869353521,-0.3963527179962145,-0.13357500548903412,-1.1983714677375967,-0.4505197299211757,-0.12472816722698211,-1.0333919924925161,-0.3293741954089342,-0.1363312696171788,-0.9195527530762646,-0.2140918826134902,thumbs_up
0.0040242477380225735,-0.0058881700540398185,0.020363571923513516,0.5519980083178492,-0.07122360788537675,-0.0381340508423484,1.073272346755385,-0.26023929040322547,-0.11899947172722741,1.498317240977758,-0.44965171847247776,-0.14900190348716882,1.8931068575520795,-0.4035270480393289,-0.1958315076136532,0.859852988599027,-0.5950521738622675,-0.3387509953629069,0.8363497815192278,-1.1421882772192191,-0.39300894023099436,0.77472984451402,-1.0209062747654007,-0.40467837755063013,0.7936373803012594,-0.7971437954428997,-0.36489059050609723,0.4569693670435566,-0.6772975216736568,-0.3616097903888031,0.48306222474571764,-1.1803471064284077,-0.3900062514432225,0.4236148067029465,-1.0236472754278805,-0.3327278763758387,0.4643294586248671,-0.8450611172598826,-0.30546026050899655,0.12816325092717948,-0.7215637664233712,-0.34761393192504847,0.18616584851925375,-1.1626522070169445,-0.3775759788698741,0.21379880897460207,-1.0053080487938895,-0.2830010702123312,0.11648727034968642,-0.7933939926257132,-0.2588005665312069,-0.2133425434829846,-0.7313077871501455,-0.38443664239847475,-0.11440927974473805,-1.0755987757239738,-0.4023171943817897,-0.11373750702483339,-0.9324967516867352,-0.31013883377070084,-0.08034270269435777,-0.7719508208331088,-0.2493180713833415,thumbs_up
0.03196690078993939,-0.013700572488467436,0.005178514547516237,0.6053991284304611,-0.07699099346564664,-0.04316379710775149,1.113030511234458,-0.29029699146732896,-0.11773426407577053,1.5817983712224426,-0.4505743942736543,-0.19639992732756428,1.938833040383483,-0.4064488695351999,-0.23297657266346167,0.9198331626305977,-0.5970575290417611,-0.33416579505232125,0.845580275298133,-1.1739814585431538,-0.44817822330691487,0.8113659359459682,-1.033205582769559,-0.4181869065770858,0.8222914928767862,-0.8592394896263779,-0.3679356417624803,0.4796616977376829,-0.6954191398432648,-0.3881890497216177,0.5054723185585449,-1.1916420712662952,-0.4160092105041552,0.5059722716649496,-1.015671583954483,-0.36561595961581284,0.4677316608090058,-0.8658072963603756,-0.3205854222477516,0.12653243164394617,-0.7570042430671157,-0.37195576296984223,0.20051000153603052,-1.2132158339712942,-0.4258481363480203,0.19672450512600412,-1.036398241464662,-0.28188110932634575,0.1801594101120824,-0.8760226513702983,-0.19030538681589518,-0.22603318638258713,-0.7779230221037361,-0.37485076766275316,-0.08826687083266563,-1.1064418263203262,-0.3839424684002812,-0.06686156662640765,-0.9515681373438649,-0.33318505479276367,-0.15495909069748745,-0.8276489638522662,-0.23825500703114896,thumbs_up
0.0,0.0,0.0,0.6111451387405396,-0.012547911144793034,-0.01310170628130436,1.1552330255508423,-0.22433985769748688,-0.08117964118719101,1.5900663137435913,-0.3725673258304596,-0.15680846571922302,1.9895631074905396,-0.23967447876930237,-0.23523089289665222,1.0793673992156982,-0.6383737921714783,-0.1843673139810562,0.9514089822769165,-1.1687602996826172,-0.30141907930374146,0.8383421897888184,-1.0170196294784546,-0.35749515891075134,0.8615868091583252,-0.7963122129440308,-0.3831580877304077,0.6700857281684875,-0.7656936645507812,-0.2286968231201172,0.5816687941551208,-1.2380783557891846,-0.30502697825431824,0.4995666444301605,-1.0585347414016724,-0.2782120704650879,0.5227041244506836,-0.8525141477584839,-0.2621956765651703,0.27285343408584595,-0.850310742855072,-0.26967471837997437,0.2322527915239334,-1.2408864498138428,-0.32504186034202576,0.17779773473739624,-1.064977765083313,-0.2418198585510254,0.19754788279533386,-0.8637660145759583,-0.18777167797088623,-0.10063009709119797,-0.8979671597480774,-0.3122785985469818,-0.09399612993001938,-1.1503186225891113,-0.3355727195739746,-0.12173403799533844,-0.987357497215271,-0.26367220282554626,-0.10675324499607086,-0.8203937411308289,-0.20538966357707977,thumbs_up
-0.006988849936429619,0.00538989019406439,0.023712144422183754,0.6412787324511636,0.01878505936234534,-0.036056805848753676,1.2051071873526877,-0.2622812433910366,-0.08398086213433449,1.7006766195050493,-0.3940431839465898,-0.1755387852584621,2.161896630866804,-0.2810016382315738,-0.27764162667037634,1.1426304589209737,-0.6931503845314505,-0.21389311328583255,1.0469523643409646,-1.257092644865543,-0.33593810414135583,0.8776683137234671,-1.136197097938782,-0.40865407711843643,0.911279119256355,-0.8718309632183736,-0.41064658106634905,0.7183811354489135,-0.8400605975900136,-0.2750707407287382,0.6121331850674623,-1.2876696198783462,-0.361785713110498,0.5450769467073068,-1.1244528862681091,-0.307951054012185,0.5735936884975086,-0.9094903859293881,-0.26790058490171187,0.300419298666921,-0.9147928404272571,-0.29727175957875357,0.2544960097428388,-1.3505424898438507,-0.37413416254013526,0.18134386039030276,-1.1481611621768786,-0.24981258924965682,0.22281900064190843,-0.9239417983775947,-0.214814708426176,-0.11429953959268815,-0.9805474036268039,-0.3241869658010461,-0.11851392775395032,-1.262450321066743,-0.35742686990159944,-0.07947425316958003,-1.0699832086928744,-0.2460790305537884,-0.1269902616339714,-0.8595888792976722,-0.23574091339144995,thumbs_up
0.033183005628912736,-0.0009466824844606296,0.016584204745982923,0.6104411476361598,-0.020112651303542624,0.003508768496128696,1.2063719197287615,-0.24135483719852655,-0.06719573905687375,1.6129728462965316,-0.362026200804242,-0.16495947339311676,2.0081491824836593,-0.2603625944557017,-0.2332956116600767,1.1002505331063008,-0.6322503544810468,-0.15705614055996828,0.9904141895903955,-1.1936837947537153,-0.2586265327119527,0.8627248081288845,-1.0376918359253955,-0.3729218581824331,0.905628846600318,-0.8089312839254603,-0.35957842531622564,0.690043387243795,-0.7579708741290567,-0.23365292922130848,0.5832104469219842,-1.2602664533861851,-0.30148339410758807,0.47998374490298773,-1.0420185767216366,-0.2551524416064752,0.5522958851779325,-0.868239838780998,-0.2334660826817311,0.2609108314015759,-0.8585664011787841,-0.28100517558106497,0.25729349028138904,-1.2335756392208383,-0.33518418763046354,0.17396841458097717,-1.0736154147351198,-0.23136047232624463,0.2173492718623414,-0.8716227659424161,-0.2039804019866456,-0.050623507970851335,-0.905849680082482,-0.33193556481643877,-0.10740013660696791,-1.1695336347980647,-0.37670176598550215,-0.1226559217849098,-1.0186125200014986,-0.27577967919431473,-0.09765761297868798,-0.887767412942386,-0.21735812054770257,thumbs_up
0.006836109599706464,0.03438122353701144,0.02123590801352747,0.5884434402983684,-0.005864982418069675,-0.028323369465071573,1.0816835247702343,-0.20041476570457187,-0.050784467067489694,1.4558482276608844,-0.36029452043568666,-0.1379324144704035,1.8118618698018178,-0.18923113474688838,-0.1850029042437819,0.9796660423551545,-0.5402650353072596,-0.1665926130819468,0.8527130727113571,-1.0847592830488721,-0.2776808674521149,0.7548392412763201,-0.9539497048740739,-0.3471027802177787,0.7768575268598358,-0.724722488379807,-0.34993441681657805,0.614980366584328,-0.713517097619893,-0.21523847528797296,0.507305615359239,-1.140454557216615,-0.2546222600035744,0.4645554013998717,-0.9677914710832461,-0.21344764869663374,0.46964725043441385,-0.7577190803921962,-0.26140614721900063,0.24075937637245184,-0.7974710821334694,-0.2216090412183006,0.22627912085630164,-1.1397790148772722,-0.28502780132100103,0.16618406699579502,-0.9781027750361702,-0.23400794497363517,0.16015183652044374,-0.8084814445777829,-0.1513771264687156,-0.08962862696301323,-0.8554009834794595,-0.327757540896638,-0.054672793771043594,-1.0818755601528867,-0.31213966520009745,-0.10258034843678915,-0.887906811253751,-0.2243325088979672,-0.10041993848805039,-0.7331096160036891,-0.204656160336411,thumbs_up
